PUMA,NAME,variable,estimate,moe,summary_est,summary_moe,relfreq
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",Construction,6238,916,82035,1833,0.0760407143292497
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",Manufacturing,7077,922,82035,1833,0.08626805631742548
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",Wholesale trade,3181,608,82035,1833,0.038776132138721275
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",Retail trade,9760,991,82035,1833,0.11897360882550131
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia","Transportation and warehousing, and utilities",5261,658,82035,1833,0.06413116352776255
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",Information,2833,522,82035,1833,0.03453404034863168
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia","Finance and insurance, and real estate, and rental and leasing",5906,759,82035,1833,0.07199366124215274
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia","Professional, scientific, and management, and administrative, and waste management services",9689,837,82035,1833,0.11810812458097153
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia","Educational services, and health care and social assistance",16703,1156,82035,1833,0.20360821600536355
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia","Arts, entertainment, and recreation, and accommodation and food services",8534,1118,82035,1833,0.10402876820869142
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia","Other services, except public administration",3323,536,82035,1833,0.040507100627780825
1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",Public administration,3372,567,82035,1833,0.04110440665569574
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia","Agriculture, forestry, fishing and hunting, and mining",134,102,61670,1780,0.0021728555213231717
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",Construction,4502,713,61670,1780,0.07300145938057402
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",Manufacturing,5532,672,61670,1780,0.08970325928328199
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",Wholesale trade,2396,407,61670,1780,0.03885195394843522
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",Retail trade,8440,773,61670,1780,0.1368574671639371
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia","Transportation and warehousing, and utilities",3742,606,61670,1780,0.06067780119993514
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",Information,1606,329,61670,1780,0.026041835576455327
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia","Finance and insurance, and real estate, and rental and leasing",4494,658,61670,1780,0.07287173666288309
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia","Professional, scientific, and management, and administrative, and waste management services",7944,786,61670,1780,0.12881465866709907
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia","Educational services, and health care and social assistance",12304,1033,61670,1780,0.199513539808659
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia","Arts, entertainment, and recreation, and accommodation and food services",4888,756,61670,1780,0.07926058050916167
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia","Other services, except public administration",3641,688,61670,1780,0.05904005188908708
1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",Public administration,2047,453,61670,1780,0.03319280038916815
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia","Agriculture, forestry, fishing and hunting, and mining",96,98,66331,1840,0.001447287090500671
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",Construction,4109,681,66331,1840,0.061946902654867256
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",Manufacturing,5259,696,66331,1840,0.07928419592648987
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",Wholesale trade,2017,410,66331,1840,0.030408104807706803
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",Retail trade,7929,947,66331,1840,0.11953686813103978
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia","Transportation and warehousing, and utilities",4151,601,66331,1840,0.0625800907569613
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",Information,1893,404,66331,1840,0.028538692315810105
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia","Finance and insurance, and real estate, and rental and leasing",3996,601,66331,1840,0.06024332514209042
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia","Professional, scientific, and management, and administrative, and waste management services",8984,835,66331,1840,0.13544195021935446
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia","Educational services, and health care and social assistance",15470,938,66331,1840,0.23322428427130604
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia","Arts, entertainment, and recreation, and accommodation and food services",5362,709,66331,1840,0.08083701436733956
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia","Other services, except public administration",4269,630,66331,1840,0.0643590478057017
1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",Public administration,2796,504,66331,1840,0.04215223651083204
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia","Agriculture, forestry, fishing and hunting, and mining",160,78,105804,1955,0.0015122301614305697
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",Construction,15468,1238,105804,1955,0.14619485085630032
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",Manufacturing,8597,866,105804,1955,0.0812540168613663
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",Wholesale trade,3483,441,105804,1955,0.032919360326641715
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",Retail trade,13831,1127,105804,1955,0.1307228460171638
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia","Transportation and warehousing, and utilities",5602,670,105804,1955,0.05294695852708782
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",Information,2574,407,105804,1955,0.02432800272201429
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia","Finance and insurance, and real estate, and rental and leasing",5772,696,105804,1955,0.0545537030736078
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia","Professional, scientific, and management, and administrative, and waste management services",14516,1178,105804,1955,0.13719708139578843
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia","Educational services, and health care and social assistance",14411,815,105804,1955,0.13620468035234962
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia","Arts, entertainment, and recreation, and accommodation and food services",11138,1001,105804,1955,0.10527012211258553
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia","Other services, except public administration",7528,859,105804,1955,0.0711504290953083
1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",Public administration,2724,382,105804,1955,0.02574571849835545
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia","Agriculture, forestry, fishing and hunting, and mining",181,101,69595,1195,0.002600761548961851
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia",Construction,5027,667,69595,1195,0.07223220058912279
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia",Manufacturing,6753,758,69595,1195,0.0970328328184496
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia",Wholesale trade,2562,442,69595,1195,0.03681298943889647
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia",Retail trade,8517,794,69595,1195,0.12237948128457504
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia","Transportation and warehousing, and utilities",7157,732,69595,1195,0.10283784754651915
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia",Information,1762,369,69595,1195,0.025317910769451828
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia","Finance and insurance, and real estate, and rental and leasing",3615,506,69595,1195,0.051943386737552985
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia","Professional, scientific, and management, and administrative, and waste management services",7303,767,69595,1195,0.1049356994036928
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia","Educational services, and health care and social assistance",14289,1030,69595,1195,0.20531647388461816
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia","Arts, entertainment, and recreation, and accommodation and food services",5865,672,69595,1195,0.08427329549536605
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia","Other services, except public administration",3284,571,69595,1195,0.04718729793807026
1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia",Public administration,3280,500,69595,1195,0.04712982254472304
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia","Agriculture, forestry, fishing and hunting, and mining",288,198,78024,1493,0.003691171947093202
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia",Construction,7780,895,78024,1493,0.09971290884855942
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia",Manufacturing,7799,837,78024,1493,0.09995642366451349
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia",Wholesale trade,2140,390,78024,1493,0.02742745821798421
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia",Retail trade,10192,1017,78024,1493,0.13062647390546497
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia","Transportation and warehousing, and utilities",5786,678,78024,1493,0.07415666974264329
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia",Information,1665,396,78024,1493,0.021339587819132574
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia","Finance and insurance, and real estate, and rental and leasing",4954,790,78024,1493,0.06349328411770737
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia","Professional, scientific, and management, and administrative, and waste management services",8033,809,78024,1493,0.1029555008715267
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia","Educational services, and health care and social assistance",15554,1085,78024,1493,0.1993489182815544
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia","Arts, entertainment, and recreation, and accommodation and food services",6065,725,78024,1493,0.07773249256638982
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia","Other services, except public administration",3947,702,78024,1493,0.05058699887214191
1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia",Public administration,3821,631,78024,1493,0.04897211114528863
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky","Agriculture, forestry, fishing and hunting, and mining",3402,430,71940,1040,0.04728940783986656
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky",Construction,5596,537,71940,1040,0.07778704475952182
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky",Manufacturing,17014,891,71940,1040,0.23650264108979704
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky",Wholesale trade,1937,319,71940,1040,0.026925215457325548
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky",Retail trade,7958,623,71940,1040,0.11061996107867668
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky","Transportation and warehousing, and utilities",3491,418,71940,1040,0.04852654990269669
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky",Information,898,178,71940,1040,0.012482624409229913
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky","Finance and insurance, and real estate, and rental and leasing",2305,308,71940,1040,0.03204058938003892
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky","Professional, scientific, and management, and administrative, and waste management services",3678,400,71940,1040,0.05112593828190159
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky","Educational services, and health care and social assistance",14523,807,71940,1040,0.20187656380316932
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky","Arts, entertainment, and recreation, and accommodation and food services",5483,598,71940,1040,0.07621629135390603
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky","Other services, except public administration",3026,402,71940,1040,0.04206283013622463
2100400,"Barren River Area Development District (Outer) PUMA, Kentucky",Public administration,2629,362,71940,1040,0.03654434250764526
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky","Agriculture, forestry, fishing and hunting, and mining",1349,218,42142,998,0.032010820559062216
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky",Construction,2890,342,42142,998,0.06857766598642684
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky",Manufacturing,8204,488,42142,998,0.19467514593517157
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky",Wholesale trade,626,172,42142,998,0.01485453941436097
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky",Retail trade,5817,481,42142,998,0.13803331593184945
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky","Transportation and warehousing, and utilities",2329,337,42142,998,0.05526553082435575
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky",Information,525,153,42142,998,0.012457880499264391
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky","Finance and insurance, and real estate, and rental and leasing",1493,221,42142,998,0.035427839210289025
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky","Professional, scientific, and management, and administrative, and waste management services",2173,314,42142,998,0.05156376061886005
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky","Educational services, and health care and social assistance",10945,679,42142,998,0.2597171467894262
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky","Arts, entertainment, and recreation, and accommodation and food services",2853,384,42142,998,0.06769968202743107
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky","Other services, except public administration",1550,275,42142,998,0.0367804090930663
2100600,"Lake Cumberland Area Development District (West) PUMA, Kentucky",Public administration,1388,233,42142,998,0.03293626311043615
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky","Agriculture, forestry, fishing and hunting, and mining",878,256,38026,1136,0.023089465102824384
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky",Construction,2490,364,38026,1136,0.06548151264923999
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky",Manufacturing,6058,565,38026,1136,0.15931204965023932
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky",Wholesale trade,739,239,38026,1136,0.0194340714248146
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky",Retail trade,4680,520,38026,1136,0.12307368642507757
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky","Transportation and warehousing, and utilities",2007,327,38026,1136,0.052779677063062115
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky",Information,643,207,38026,1136,0.01690948298532583
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky","Finance and insurance, and real estate, and rental and leasing",1901,312,38026,1136,0.0499921106611266
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky","Professional, scientific, and management, and administrative, and waste management services",2492,393,38026,1136,0.06553410824172934
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky","Educational services, and health care and social assistance",9141,675,38026,1136,0.2403881554725714
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky","Arts, entertainment, and recreation, and accommodation and food services",3388,565,38026,1136,0.08909693367695787
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky","Other services, except public administration",2045,373,38026,1136,0.05377899332035976
2100700,"Lake Cumberland Area Development District (East) PUMA, Kentucky",Public administration,1564,275,38026,1136,0.04112975332667122
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky","Agriculture, forestry, fishing and hunting, and mining",781,246,39791,987,0.019627553969490587
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky",Construction,2673,340,39791,987,0.0671759945716368
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky",Manufacturing,5434,550,39791,987,0.13656354452011762
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky",Wholesale trade,552,130,39791,987,0.013872483727476062
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky",Retail trade,4975,573,39791,987,0.12502827272498807
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky","Transportation and warehousing, and utilities",3066,386,39791,987,0.07705259983413335
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky",Information,1119,279,39791,987,0.028121937121459627
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky","Finance and insurance, and real estate, and rental and leasing",1658,284,39791,987,0.041667713804629185
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky","Professional, scientific, and management, and administrative, and waste management services",3269,433,39791,987,0.08215425598753487
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky","Educational services, and health care and social assistance",9310,757,39791,987,0.23397250634565606
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky","Arts, entertainment, and recreation, and accommodation and food services",3045,430,39791,987,0.07652484230102284
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky","Other services, except public administration",1949,401,39791,987,0.04898092533487472
2100800,"Cumberland Valley Area Development District (North) PUMA, Kentucky",Public administration,1960,312,39791,987,0.049257369756980224
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky","Agriculture, forestry, fishing and hunting, and mining",1519,271,37392,1093,0.04062366281557552
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky",Construction,1761,310,37392,1093,0.04709563543003851
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky",Manufacturing,4301,501,37392,1093,0.11502460419341036
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky",Wholesale trade,556,168,37392,1093,0.01486949080017116
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky",Retail trade,5125,560,37392,1093,0.13706140350877194
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky","Transportation and warehousing, and utilities",2237,383,37392,1093,0.05982563115104835
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky",Information,527,179,37392,1093,0.014093923833975182
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky","Finance and insurance, and real estate, and rental and leasing",1139,222,37392,1093,0.030461061189559265
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky","Professional, scientific, and management, and administrative, and waste management services",2651,376,37392,1093,0.07089751818570818
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky","Educational services, and health care and social assistance",11289,769,37392,1093,0.3019094993581515
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky","Arts, entertainment, and recreation, and accommodation and food services",2909,398,37392,1093,0.07779738981600343
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky","Other services, except public administration",1545,238,37392,1093,0.04131899871630295
2100900,"Cumberland Valley Area Development District (South) PUMA, Kentucky",Public administration,1833,385,37392,1093,0.0490211810012837
2101000,"Kentucky River Area Development District PUMA, Kentucky","Agriculture, forestry, fishing and hunting, and mining",1831,250,32455,914,0.05641657679864428
2101000,"Kentucky River Area Development District PUMA, Kentucky",Construction,2273,344,32455,914,0.07003543367739948
2101000,"Kentucky River Area Development District PUMA, Kentucky",Manufacturing,1653,305,32455,914,0.05093205977507318
2101000,"Kentucky River Area Development District PUMA, Kentucky",Wholesale trade,664,180,32455,914,0.02045909721152365
2101000,"Kentucky River Area Development District PUMA, Kentucky",Retail trade,4245,513,32455,914,0.13079648744415345
2101000,"Kentucky River Area Development District PUMA, Kentucky","Transportation and warehousing, and utilities",1817,302,32455,914,0.05598521029117239
2101000,"Kentucky River Area Development District PUMA, Kentucky",Information,306,100,32455,914,0.009428439377599754
2101000,"Kentucky River Area Development District PUMA, Kentucky","Finance and insurance, and real estate, and rental and leasing",799,192,32455,914,0.024618702819288244
2101000,"Kentucky River Area Development District PUMA, Kentucky","Professional, scientific, and management, and administrative, and waste management services",2334,333,32455,914,0.07191495917424126
2101000,"Kentucky River Area Development District PUMA, Kentucky","Educational services, and health care and social assistance",11201,742,32455,914,0.3451240178708982
2101000,"Kentucky River Area Development District PUMA, Kentucky","Arts, entertainment, and recreation, and accommodation and food services",1780,310,32455,914,0.054845170235710984
2101000,"Kentucky River Area Development District PUMA, Kentucky","Other services, except public administration",1379,251,32455,914,0.04248960098598059
2101000,"Kentucky River Area Development District PUMA, Kentucky",Public administration,2173,337,32455,914,0.0669542443383146
2101100,"Big Sandy Area Development District PUMA, Kentucky","Agriculture, forestry, fishing and hunting, and mining",2789,368,44080,1044,0.06327132486388384
2101100,"Big Sandy Area Development District PUMA, Kentucky",Construction,2684,415,44080,1044,0.06088929219600726
2101100,"Big Sandy Area Development District PUMA, Kentucky",Manufacturing,2929,425,44080,1044,0.06644736842105263
2101100,"Big Sandy Area Development District PUMA, Kentucky",Wholesale trade,887,219,44080,1044,0.020122504537205082
2101100,"Big Sandy Area Development District PUMA, Kentucky",Retail trade,5938,573,44080,1044,0.13470961887477315
2101100,"Big Sandy Area Development District PUMA, Kentucky","Transportation and warehousing, and utilities",2237,288,44080,1044,0.050748638838475496
2101100,"Big Sandy Area Development District PUMA, Kentucky",Information,725,220,44080,1044,0.01644736842105263
2101100,"Big Sandy Area Development District PUMA, Kentucky","Finance and insurance, and real estate, and rental and leasing",2199,345,44080,1044,0.04988656987295826
2101100,"Big Sandy Area Development District PUMA, Kentucky","Professional, scientific, and management, and administrative, and waste management services",2420,341,44080,1044,0.05490018148820327
2101100,"Big Sandy Area Development District PUMA, Kentucky","Educational services, and health care and social assistance",13256,786,44080,1044,0.30072595281306713
2101100,"Big Sandy Area Development District PUMA, Kentucky","Arts, entertainment, and recreation, and accommodation and food services",3428,461,44080,1044,0.07776769509981851
2101100,"Big Sandy Area Development District PUMA, Kentucky","Other services, except public administration",1826,290,44080,1044,0.041424682395644286
2101100,"Big Sandy Area Development District PUMA, Kentucky",Public administration,2762,376,44080,1044,0.06265880217785844
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky","Agriculture, forestry, fishing and hunting, and mining",1193,259,50174,1103,0.023777255152070794
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky",Construction,3321,431,50174,1103,0.06618965998325826
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky",Manufacturing,12814,729,50174,1103,0.25539123849005463
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky",Wholesale trade,855,152,50174,1103,0.017040698369673535
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky",Retail trade,5178,510,50174,1103,0.1032008610037071
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky","Transportation and warehousing, and utilities",3138,412,50174,1103,0.06254235261290708
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky",Information,562,185,50174,1103,0.011201020448838044
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky","Finance and insurance, and real estate, and rental and leasing",2208,297,50174,1103,0.04400685614063061
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky","Professional, scientific, and management, and administrative, and waste management services",3312,479,50174,1103,0.0660102842109459
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky","Educational services, and health care and social assistance",10418,625,50174,1103,0.20763742177223263
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky","Arts, entertainment, and recreation, and accommodation and food services",3076,398,50174,1103,0.06130665284808865
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky","Other services, except public administration",2212,331,50174,1103,0.04408657870610276
2101200,"Lincoln Trail Area Development District (East) PUMA, Kentucky",Public administration,1887,300,50174,1103,0.03760912026149001
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky","Agriculture, forestry, fishing and hunting, and mining",1180,216,54111,1141,0.02180702629779527
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky",Construction,4304,474,54111,1141,0.07954020439467022
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky",Manufacturing,7202,589,54111,1141,0.13309678253959453
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky",Wholesale trade,1094,229,54111,1141,0.020217700652362735
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky",Retail trade,6204,537,54111,1141,0.11465321284027277
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky","Transportation and warehousing, and utilities",2602,358,54111,1141,0.04808634103971466
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky",Information,859,202,54111,1141,0.015874775923564524
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky","Finance and insurance, and real estate, and rental and leasing",1965,313,54111,1141,0.03631424294505738
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky","Professional, scientific, and management, and administrative, and waste management services",3945,426,54111,1141,0.07290569385152741
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky","Educational services, and health care and social assistance",15081,775,54111,1141,0.2787048844042801
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky","Arts, entertainment, and recreation, and accommodation and food services",4544,541,54111,1141,0.08397553177727264
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky","Other services, except public administration",3166,422,54111,1141,0.05850936038883037
2102100,"Bluegrass Area Development District (South) PUMA, Kentucky",Public administration,1965,299,54111,1141,0.03631424294505738
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky","Agriculture, forestry, fishing and hunting, and mining",631,206,52450,855,0.012030505243088655
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky",Construction,3138,459,52450,855,0.05982840800762631
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky",Manufacturing,7913,629,52450,855,0.15086749285033366
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky",Wholesale trade,855,211,52450,855,0.016301239275500475
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky",Retail trade,6175,466,52450,855,0.11773117254528122
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky","Transportation and warehousing, and utilities",2286,327,52450,855,0.04358436606291707
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky",Information,864,262,52450,855,0.016472831267874168
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky","Finance and insurance, and real estate, and rental and leasing",1610,297,52450,855,0.03069590085795996
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky","Professional, scientific, and management, and administrative, and waste management services",3732,387,52450,855,0.0711534795042898
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky","Educational services, and health care and social assistance",14480,820,52450,855,0.27607244995233554
2102200,"Bluegrass Area Development District (Southeast) PUMA, Kentucky","Arts, entertainment, and recreation, and accommodation and food services",5534,547,52450,855,0.10551000953288847
